id_voo,id_funcionario,funcao_no_voo
2229,767,Comissário Chefe
12682,446,Comandante
12682,763,Comissário Chefe
5045,142,Comandante
5045,21,Comissário Chefe
8979,526,Comandante
8979,183,Comissário Chefe
14282,397,Comandante
14282,633,Comissário Chefe
4735,188,Comandante
4735,12,Comissário Chefe
6575,275,Comandante
6575,375,Comissário Chefe
9301,188,Comandante
9301,342,Comissário Chefe
14785,586,Comandante
14785,391,Comissário Chefe
3904,268,Comandante
3904,206,Comissário Chefe
12775,315,Comandante
12775,454,Comissário Chefe
12960,534,Comandante
12960,800,Comissário Chefe
8382,629,Comandante
8382,544,Comissário Chefe
14196,237,Comandante
14196,487,Comissário Chefe
8929,714,Comandante
8929,365,Comissário Chefe
8410,144,Comandante
8410,406,Comissário Chefe
5835,536,Comandante
5835,742,Comissário Chefe
14414,144,Comandante
14414,348,Comissário Chefe
1194,586,Comandante
1194,539,Comissário Chefe
10615,505,Comandante
10615,570,Comissário Chefe
16859,50,Comandante
16859,314,Comissário Chefe
14507,384,Comandante
14507,177,Comissário Chefe
9126,611,Comandante
9126,250,Comissário Chefe
2219,605,Comandante
2219,732,Comissário Chefe
11728,64,Comandante
11728,487,Comissário Chefe
10997,541,Comandante
10997,329,Comissário Chefe
10517,328,Comandante
10517,382,Comissário Chefe
15412,424,Comandante
15412,753,Comissário Chefe
14149,586,Comandante
14149,768,Comissário Chefe
5549,149,Comandante
5549,80,Comissário Chefe
6650,216,Comandante
6650,519,Comissário Chefe
7918,55,Comandante
7918,463,Comissário Chefe
1569,269,Comandante
1569,242,Comissário Chefe
8734,475,Comandante
8734,392,Comissário Chefe
3608,109,Comandante
3608,763,Comissário Chefe
1621,199,Comandante
1621,177,Comissário Chefe
17331,297,Comandante
17331,57,Comissário Chefe
3687,516,Comandante
3687,102,Comissário Chefe
9744,646,Comandante
9744,486,Comissário Chefe
6482,521,Comandante
6482,542,Comissário Chefe
16657,505,Comandante
16657,187,Comissário Chefe
13653,265,Comandante
13653,165,Comissário Chefe
17769,92,Comandante
17769,379,Comissário Chefe
13570,182,Comandante
13570,304,Comissário Chefe
8228,269,Comandante
8228,497,Comissário Chefe
12619,312,Comandante
12619,759,Comissário Chefe
6722,627,Comandante
6722,71,Comissário Chefe
3557,708,Comandante
3557,62,Comissário Chefe
5404,161,Comandante
5404,93,Comissário Chefe
13813,586,Comandante
13813,18,Comissário Chefe
3413,158,Comandante
3413,76,Comissário Chefe
13234,197,Comandante
13234,382,Comissário Chefe
6997,172,Comandante
6997,65,Comissário Chefe
9332,328,Comandante
9332,554,Comissário Chefe
12590,798,Comandante
12590,513,Comissário Chefe
4207,439,Comandante
4207,132,Comissário Chefe
13931,263,Comandante
13931,371,Comissário Chefe
17689,29,Comandante
17689,697,Comissário Chefe
3959,55,Comandante
3959,62,Comissário Chefe
6488,755,Comandante
6488,447,Comissário Chefe
11998,436,Comandante
11998,637,Comissário Chefe
4681,254,Comandante
4681,318,Comissário Chefe
2601,677,Comandante
2601,678,Comissário Chefe
5125,312,Comandante
5125,18,Comissário Chefe
13902,2,Comandante
13902,359,Comissário Chefe
1339,84,Comandante
1339,442,Comissário Chefe
5647,182,Comandante
5647,106,Comissário Chefe
3729,549,Comandante
3729,735,Comissário Chefe
13012,557,Comandante
13012,581,Comissário Chefe
10236,366,Comandante
10236,620,Comissário Chefe
9559,153,Comandante
9559,177,Comissário Chefe
861,534,Comandante
861,48,Comissário Chefe
11259,521,Comandante
11259,258,Comissário Chefe
11060,182,Comandante
11060,8,Comissário Chefe
17824,552,Comandante
17824,797,Comissário Chefe
4250,557,Comandante
4250,585,Comissário Chefe
6189,52,Comandante
6189,596,Comissário Chefe
252,646,Comandante
252,324,Comissário Chefe
14042,424,Comandante
14042,8,Comissário Chefe
1249,180,Comandante
1249,711,Comissário Chefe
12264,30,Comandante
12264,569,Comissário Chefe
8567,533,Comandante
8567,471,Comissário Chefe
10294,105,Comandante
10294,554,Comissário Chefe
456,263,Comandante
456,635,Comissário Chefe
16372,272,Comandante
16372,139,Comissário Chefe
2208,543,Comandante
2208,245,Comissário Chefe
9590,297,Comandante
9590,314,Comissário Chefe
1092,580,Comandante
1092,101,Comissário Chefe
11983,557,Comandante
11983,449,Comissário Chefe
876,186,Comandante
876,482,Comissário Chefe
8251,557,Comandante
8251,76,Comissário Chefe
13696,568,Comandante
13696,488,Comissário Chefe
10767,438,Comandante
10767,139,Comissário Chefe
9074,708,Comandante
9074,492,Comissário Chefe
8246,311,Comandante
8246,308,Comissário Chefe
13082,416,Comandante
13082,676,Comissário Chefe
10213,657,Comandante
10213,403,Comissário Chefe
9113,668,Comandante
9113,797,Comissário Chefe
4360,507,Comandante
4360,539,Comissário Chefe
5903,654,Comandante
5903,489,Comissário Chefe
7369,52,Comandante
7369,551,Comissário Chefe
10055,743,Comandante
10055,603,Comissário Chefe
3460,664,Comandante
3460,695,Comissário Chefe
1623,659,Comandante
1623,382,Comissário Chefe
124,109,Comandante
124,179,Comissário Chefe
10762,321,Comandante
10762,763,Comissário Chefe
6753,29,Comandante
6753,195,Comissário Chefe
10374,299,Comandante
10374,621,Comissário Chefe
10483,175,Comandante
10483,14,Comissário Chefe
3260,142,Comandante
3260,17,Comissário Chefe
14115,618,Comandante
14115,17,Comissário Chefe
16587,254,Comandante
16587,481,Comissário Chefe
5318,345,Comandante
5318,544,Comissário Chefe
1388,472,Comandante
1388,574,Comissário Chefe
17570,216,Comandante
17570,685,Comissário Chefe
6852,263,Comandante
6852,233,Comissário Chefe
17680,182,Comandante
17680,771,Comissário Chefe
1230,507,Comandante
1230,107,Comissário Chefe
786,712,Comandante
786,514,Comissário Chefe
2603,268,Comandante
2603,368,Comissário Chefe
14638,786,Comandante
14638,464,Comissário Chefe
15206,681,Comandante
15206,769,Comissário Chefe
4754,272,Comandante
4754,12,Comissário Chefe
7599,712,Comandante
7599,8,Comissário Chefe
14685,446,Comandante
14685,314,Comissário Chefe
6269,182,Comandante
6269,378,Comissário Chefe
15817,578,Comandante
15817,527,Comissário Chefe
5587,362,Comandante
5587,89,Comissário Chefe
13660,664,Comandante
13660,331,Comissário Chefe
17562,265,Comandante
17562,481,Comissário Chefe
16328,611,Comandante
16328,339,Comissário Chefe
5174,677,Comandante
5174,633,Comissário Chefe
11,659,Comandante
11,462,Comissário Chefe
5498,491,Comandante
5498,331,Comissário Chefe
17298,274,Comandante
17298,17,Comissário Chefe
12490,182,Comandante
12490,487,Comissário Chefe
14478,149,Comandante
14478,165,Comissário Chefe
14537,438,Comandante
14537,210,Comissário Chefe
12050,109,Comandante
12050,482,Comissário Chefe
6872,144,Comandante
6872,483,Comissário Chefe
8043,394,Comandante
8043,606,Comissário Chefe
6133,457,Comandante
6133,354,Comissário Chefe
5065,142,Comandante
5065,224,Comissário Chefe
11944,29,Comandante
11944,442,Comissário Chefe
8124,701,Comandante
8124,331,Comissário Chefe
4080,668,Comandante
4080,33,Comissário Chefe
5107,718,Comandante
5107,82,Comissário Chefe
1551,397,Comandante
1551,768,Comissário Chefe
11175,328,Comandante
11175,448,Comissário Chefe
1912,491,Comandante
1912,637,Comissário Chefe
14240,430,Comandante
14240,407,Comissário Chefe
3147,197,Comandante
3147,433,Comissário Chefe
9932,272,Comandante
9932,454,Comissário Chefe
9510,663,Comandante
9510,255,Comissário Chefe
10515,29,Comandante
10515,679,Comissário Chefe
928,68,Comandante
928,628,Comissário Chefe
12988,668,Comandante
12988,361,Comissário Chefe
3572,475,Comandante
3572,544,Comissário Chefe
7440,315,Comandante
7440,259,Comissário Chefe
4433,764,Comandante
4433,170,Comissário Chefe
3824,315,Comandante
3824,183,Comissário Chefe
12718,521,Comandante
12718,662,Comissário Chefe
3581,237,Comandante
3581,331,Comissário Chefe
12044,362,Comandante
12044,117,Comissário Chefe
11528,582,Comandante
11528,103,Comissário Chefe
997,657,Comandante
997,238,Comissário Chefe
35,446,Comandante
35,255,Comissário Chefe
14955,328,Comandante
14955,316,Comissário Chefe
13982,670,Comandante
13982,620,Comissário Chefe
1413,552,Comandante
1413,390,Comissário Chefe
17185,629,Comandante
17185,606,Comissário Chefe
4713,13,Comandante
4713,246,Comissário Chefe
6324,393,Comandante
6324,372,Comissário Chefe
1426,755,Comandante
1426,796,Comissário Chefe
8913,755,Comandante
8913,238,Comissário Chefe
745,274,Comandante
745,606,Comissário Chefe
12450,216,Comandante
12450,196,Comissário Chefe
9285,743,Comandante
9285,217,Comissário Chefe
5878,289,Comandante
5878,598,Comissário Chefe
8400,605,Comandante
8400,154,Comissário Chefe
10175,552,Comandante
10175,74,Comissário Chefe
7055,140,Comandante
7055,238,Comissário Chefe
4813,617,Comandante
4813,291,Comissário Chefe
3085,617,Comandante
3085,633,Comissário Chefe
2979,269,Comandante
2979,544,Comissário Chefe
11318,714,Comandante
11318,177,Comissário Chefe
12811,142,Comandante
12811,773,Comissário Chefe
11362,578,Comandante
11362,371,Comissário Chefe
13072,438,Comandante
13072,518,Comissário Chefe
6123,786,Comandante
6123,700,Comissário Chefe
16102,424,Comandante
16102,662,Comissário Chefe
10182,53,Comandante
10182,638,Comissário Chefe
6454,161,Comandante
6454,388,Comissário Chefe
15695,436,Comandante
15695,633,Comissário Chefe
17639,172,Comandante
17639,17,Comissário Chefe
4480,691,Comandante
4480,696,Comissário Chefe
2026,2,Comandante
2026,246,Comissário Chefe
1433,212,Comandante
1433,243,Comissário Chefe
15423,627,Comandante
15423,596,Comissário Chefe
15434,439,Comandante
15434,40,Comissário Chefe
9167,99,Comandante
9167,662,Comissário Chefe
13563,328,Comandante
13563,736,Comissário Chefe
12835,618,Comandante
12835,758,Comissário Chefe
10088,446,Comandante
10088,781,Comissário Chefe
17975,273,Comandante
17975,383,Comissário Chefe
15758,92,Comandante
15758,736,Comissário Chefe
17536,490,Comandante
17536,492,Comissário Chefe
5491,397,Comandante
5491,131,Comissário Chefe
1170,186,Comandante
1170,106,Comissário Chefe
14920,52,Comandante
14920,581,Comissário Chefe
4401,297,Comandante
4401,767,Comissário Chefe
2239,580,Comandante
2239,603,Comissário Chefe
1810,188,Comandante
1810,224,Comissário Chefe
7782,327,Comandante
7782,71,Comissário Chefe
14708,436,Comandante
14708,685,Comissário Chefe
14326,699,Comandante
14326,372,Comissário Chefe
1804,321,Comandante
1804,139,Comissário Chefe
543,11,Comandante
543,567,Comissário Chefe
11631,750,Comandante
11631,233,Comissário Chefe
17033,237,Comandante
17033,213,Comissário Chefe
11615,2,Comandante
11615,693,Comissário Chefe
3104,64,Comandante
3104,308,Comissário Chefe
4874,626,Comandante
4874,8,Comissário Chefe
16225,755,Comandante
16225,18,Comissário Chefe
14134,664,Comandante
14134,331,Comissário Chefe
17960,144,Comandante
17960,339,Comissário Chefe
15601,252,Comandante
15601,524,Comissário Chefe
11036,764,Comandante
11036,498,Comissário Chefe
11310,657,Comandante
11310,151,Comissário Chefe
8409,2,Comandante
8409,356,Comissário Chefe
4287,474,Comandante
4287,347,Comissário Chefe
10508,681,Comandante
10508,635,Comissário Chefe
17791,232,Comandante
17791,737,Comissário Chefe
10039,708,Comandante
10039,497,Comissário Chefe
4764,180,Comandante
4764,486,Comissário Chefe
6667,148,Comandante
6667,448,Comissário Chefe
15331,64,Comandante
15331,217,Comissário Chefe
13085,315,Comandante
13085,737,Comissário Chefe
7531,472,Comandante
7531,213,Comissário Chefe
1915,272,Comandante
1915,569,Comissário Chefe
7212,140,Comandante
7212,554,Comissário Chefe
299,140,Comandante
299,291,Comissário Chefe
15378,265,Comandante
15378,745,Comissário Chefe
4358,111,Comandante
4358,530,Comissário Chefe
16941,144,Comandante
16941,59,Comissário Chefe
12511,68,Comandante
12511,47,Comissário Chefe
13055,366,Comandante
13055,154,Comissário Chefe
13740,105,Comandante
13740,498,Comissário Chefe
5789,543,Comandante
5789,683,Comissário Chefe
14721,670,Comandante
14721,319,Comissário Chefe
14420,393,Comandante
14420,54,Comissário Chefe
7547,552,Comandante
7547,206,Comissário Chefe
4043,718,Comandante
4043,635,Comissário Chefe
5150,718,Comandante
5150,700,Comissário Chefe
5344,268,Comandante
5344,795,Comissário Chefe
2523,438,Comandante
2523,795,Comissário Chefe
17405,212,Comandante
17405,48,Comissário Chefe
16947,416,Comandante
16947,730,Comissário Chefe
12703,272,Comandante
12703,487,Comissário Chefe
10045,52,Comandante
10045,489,Comissário Chefe
13973,626,Comandante
13973,719,Comissário Chefe
11346,413,Comandante
11346,14,Comissário Chefe
1746,664,Comandante
1746,80,Comissário Chefe
7972,216,Comandante
7972,294,Comissário Chefe
10020,521,Comandante
10020,542,Comissário Chefe
10283,64,Comandante
10283,291,Comissário Chefe
10799,87,Comandante
10799,676,Comissário Chefe
15339,586,Comandante
15339,317,Comissário Chefe
13579,654,Comandante
13579,531,Comissário Chefe
2053,472,Comandante
2053,16,Comissário Chefe
5480,534,Comandante
5480,56,Comissário Chefe
16834,237,Comandante
16834,583,Comissário Chefe
9407,526,Comandante
9407,193,Comissário Chefe
12410,216,Comandante
12410,47,Comissário Chefe
12455,53,Comandante
12455,259,Comissário Chefe
17755,212,Comandante
17755,675,Comissário Chefe
17588,153,Comandante
17588,262,Comissário Chefe
13628,144,Comandante
13628,754,Comissário Chefe
1380,197,Comandante
1380,509,Comissário Chefe
17052,505,Comandante
17052,800,Comissário Chefe
8573,53,Comandante
8573,576,Comissário Chefe
11375,748,Comandante
11375,508,Comissário Chefe
6087,68,Comandante
6087,255,Comissário Chefe
5019,3,Comandante
5019,74,Comissário Chefe
482,268,Comandante
482,464,Comissário Chefe
5050,580,Comandante
5050,544,Comissário Chefe
3864,617,Comandante
3864,245,Comissário Chefe
3181,178,Comandante
3181,464,Comissário Chefe
6508,2,Comandante
6508,581,Comissário Chefe
2418,432,Comandante
2418,537,Comissário Chefe
620,764,Comandante
620,17,Comissário Chefe
2234,472,Comandante
2234,433,Comissário Chefe
3059,312,Comandante
3059,488,Comissário Chefe
614,646,Comandante
614,632,Comissário Chefe
709,681,Comandante
709,314,Comissário Chefe
10219,507,Comandante
10219,296,Comissário Chefe
14915,310,Comandante
14915,415,Comissário Chefe
9893,664,Comandante
9893,245,Comissário Chefe
1646,275,Comandante
1646,711,Comissário Chefe
8317,578,Comandante
8317,223,Comissário Chefe
14186,591,Comandante
14186,62,Comissário Chefe
15161,786,Comandante
15161,455,Comissário Chefe
15007,549,Comandante
15007,103,Comissário Chefe
7725,627,Comandante
7725,758,Comissário Chefe
15773,274,Comandante
15773,335,Comissário Chefe
3773,627,Comandante
3773,379,Comissário Chefe
11970,327,Comandante
11970,316,Comissário Chefe
5918,472,Comandante
5918,28,Comissário Chefe
16148,474,Comandante
16148,230,Comissário Chefe
6389,677,Comandante
6389,165,Comissário Chefe
11522,191,Comandante
11522,348,Comissário Chefe
17460,84,Comandante
17460,738,Comissário Chefe
5967,681,Comandante
5967,467,Comissário Chefe
5558,53,Comandante
5558,329,Comissário Chefe
15065,580,Comandante
15065,754,Comissário Chefe
15290,157,Comandante
15290,76,Comissário Chefe
15112,611,Comandante
15112,294,Comissário Chefe
8844,594,Comandante
8844,560,Comissário Chefe
6322,798,Comandante
6322,581,Comissário Chefe
5207,181,Comandante
5207,693,Comissário Chefe
11381,457,Comandante
11381,338,Comissário Chefe
15294,714,Comandante
15294,492,Comissário Chefe
17748,186,Comandante
17748,308,Comissário Chefe
17041,424,Comandante
17041,467,Comissário Chefe
13069,699,Comandante
13069,492,Comissário Chefe
8371,616,Comandante
8371,738,Comissário Chefe
9766,180,Comandante
9766,420,Comissário Chefe
16722,664,Comandante
16722,304,Comissário Chefe
9232,182,Comandante
9232,497,Comissário Chefe
15631,409,Comandante
15631,317,Comissário Chefe
17272,366,Comandante
17272,615,Comissário Chefe
6917,275,Comandante
6917,375,Comissário Chefe
6341,430,Comandante
6341,403,Comissário Chefe
13005,178,Comandante
13005,106,Comissário Chefe
9860,161,Comandante
9860,335,Comissário Chefe
8884,457,Comandante
8884,742,Comissário Chefe
10970,178,Comandante
10970,117,Comissário Chefe
1310,580,Comandante
1310,28,Comissário Chefe
17124,321,Comandante
17124,331,Comissário Chefe
10955,182,Comandante
10955,36,Comissário Chefe
16169,142,Comandante
16169,317,Comissário Chefe
2800,446,Comandante
2800,721,Comissário Chefe
4408,439,Comandante
4408,512,Comissário Chefe
4869,568,Comandante
4869,628,Comissário Chefe
6308,273,Comandante
6308,166,Comissário Chefe
13310,611,Comandante
13310,606,Comissário Chefe
10711,321,Comandante
10711,58,Comissário Chefe
425,297,Comandante
425,179,Comissário Chefe
2841,281,Comandante
2841,184,Comissário Chefe
5020,50,Comandante
5020,344,Comissário Chefe
156,247,Comandante
156,678,Comissário Chefe
3821,6,Comandante
3821,497,Comissário Chefe
4132,474,Comandante
4132,773,Comissário Chefe
11871,582,Comandante
11871,736,Comissário Chefe
14234,11,Comandante
14234,554,Comissário Chefe
585,310,Comandante
585,342,Comissário Chefe
12060,654,Comandante
12060,36,Comissário Chefe
6797,646,Comandante
6797,471,Comissário Chefe
16257,397,Comandante
16257,463,Comissário Chefe
8116,333,Comandante
8116,419,Comissário Chefe
12861,691,Comandante
12861,598,Comissário Chefe
4054,182,Comandante
4054,54,Comissário Chefe
4182,618,Comandante
